season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2022.0,1304069,MI v PBKS,MI,PBKS,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Basil Thampi,Basil Thampi,4,0,47,2,11.75,7,3,3,2,0,False,https://www.espncricinfo.com/ci/content/player/732291.html
2022.0,1304069,MI v PBKS,MI,PBKS,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,JD Unadkat,Jaydev Unadkat,4,0,44,1,11.00,8,3,3,1,0,False,https://www.espncricinfo.com/ci/content/player/390484.html
2022.0,1304069,MI v PBKS,MI,PBKS,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,JJ Bumrah,Jasprit Bumrah,4,0,28,1,7.00,6,2,0,2,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2022.0,1304069,MI v PBKS,MI,PBKS,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,M Ashwin,Murugan Ashwin,4,0,34,1,8.50,7,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/528067.html
2022.0,1304069,MI v PBKS,MI,PBKS,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,TS Mills,Tymal Mills,4,0,37,0,9.25,6,4,1,2,0,False,https://www.espncricinfo.com/ci/content/player/459257.html
2022.0,1304069,MI v PBKS,MI,PBKS,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,VG Arora,Vaibhav Arora,4,0,43,1,10.75,9,2,4,2,0,False,https://www.espncricinfo.com/ci/content/player/1209292.html
2022.0,1304069,MI v PBKS,MI,PBKS,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,K Rabada,Kagiso Rabada,4,0,29,2,7.25,15,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2022.0,1304069,MI v PBKS,MI,PBKS,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,Arshdeep Singh,Arshdeep Singh,4,0,29,0,7.25,11,2,1,0,1,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2022.0,1304069,MI v PBKS,MI,PBKS,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,OF Smith,Odean Smith,3,0,30,4,10.00,9,1,3,2,0,False,https://www.espncricinfo.com/ci/content/player/820691.html
2022.0,1304069,MI v PBKS,MI,PBKS,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,LS Livingstone,Liam Livingstone,1,0,11,0,11.00,1,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022.0,1304069,MI v PBKS,MI,PBKS,PBKS,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,RD Chahar,Rahul Chahar,4,0,44,0,11.00,6,2,4,0,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2022.0,1304068,CSK v RCB,CSK,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Mohammed Siraj,Mohammed Siraj,4,0,37,0,9.25,11,4,2,0,1,False,https://www.espncricinfo.com/ci/content/player/940973.html
2022.0,1304068,CSK v RCB,CSK,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,JR Hazlewood,Josh Hazlewood,4,0,33,1,8.25,12,1,3,1,0,False,https://www.espncricinfo.com/ci/content/player/288284.html
2022.0,1304068,CSK v RCB,CSK,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Akash Deep,Akash Deep,4,0,58,0,14.50,6,5,4,4,0,False,https://www.espncricinfo.com/ci/content/player/1176959.html
2022.0,1304068,CSK v RCB,CSK,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,GJ Maxwell,Glenn Maxwell,3,0,29,0,9.66,9,0,4,0,0,False,https://www.espncricinfo.com/ci/content/player/325026.html
2022.0,1304068,CSK v RCB,CSK,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Shahbaz Ahmed,Shahbaz Ahmed,2,0,18,0,9.00,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
2022.0,1304068,CSK v RCB,CSK,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,PWH de Silva,Wanindu Hasaranga de Silva,3,0,35,2,11.66,6,2,3,1,0,False,https://www.espncricinfo.com/ci/content/player/784379.html
2022.0,1304068,CSK v RCB,CSK,RCB,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,MM Ali,Moeen Ali,3,0,19,0,6.33,8,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/8917.html
2022.0,1304068,CSK v RCB,CSK,RCB,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Mukesh Choudhary,Mukesh Choudhary,3,0,40,1,13.33,4,2,2,2,0,False,https://www.espncricinfo.com/ci/content/player/1125688.html
2022.0,1304068,CSK v RCB,CSK,RCB,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,M Theekshana,Maheesh Theekshana,4,0,33,4,8.25,10,1,3,0,0,False,https://www.espncricinfo.com/ci/content/player/1138316.html
2022.0,1304068,CSK v RCB,CSK,RCB,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,RA Jadeja,Ravindra Jadeja,4,0,39,3,9.75,10,4,2,0,0,True,https://www.espncricinfo.com/ci/content/player/234675.html
2022.0,1304068,CSK v RCB,CSK,RCB,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,CJ Jordan,Chris Jordan,2,0,20,0,10.00,2,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/288992.html
2022.0,1304068,CSK v RCB,CSK,RCB,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,DJ Bravo,Dwayne Bravo,4,0,42,1,10.50,6,4,0,6,1,False,https://www.espncricinfo.com/ci/content/player/51439.html
2022.0,1304067,SRH v GT,SRH,GT,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,B Kumar,Bhuvneshwar Kumar,4,0,37,2,9.25,10,3,0,4,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2022.0,1304067,SRH v GT,SRH,GT,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,M Jansen,Marco Jansen,4,0,27,1,6.75,8,3,0,2,0,False,https://www.espncricinfo.com/ci/content/player/696401.html
2022.0,1304067,SRH v GT,SRH,GT,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Washington Sundar,Washington Sundar,3,0,14,0,4.66,7,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/719715.html
2022.0,1304067,SRH v GT,SRH,GT,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,T Natarajan,T Natarajan,4,0,34,2,8.50,8,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/802575.html
2022.0,1304067,SRH v GT,SRH,GT,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Umran Malik,Umran Malik,4,0,39,1,9.75,8,5,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1246528.html
2022.0,1304067,SRH v GT,SRH,GT,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,AK Markram,Aiden Markram,1,0,9,0,9.00,2,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/600498.html
2022.0,1304067,SRH v GT,SRH,GT,GT,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Mohammed Shami,Mohammed Shami,4,0,32,0,8.00,8,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
2022.0,1304067,SRH v GT,SRH,GT,GT,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,HH Pandya,Hardik Pandya,4,0,27,1,6.75,10,0,2,0,0,True,https://www.espncricinfo.com/ci/content/player/625371.html
2022.0,1304067,SRH v GT,SRH,GT,GT,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,LH Ferguson,Lockie Ferguson,4,0,46,0,11.50,9,6,2,2,0,False,https://www.espncricinfo.com/ci/content/player/493773.html
2022.0,1304067,SRH v GT,SRH,GT,GT,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Rashid Khan,Rashid Khan,4,0,28,1,7.00,6,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2022.0,1304067,SRH v GT,SRH,GT,GT,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,DG Nalkande,Darshan Nalkande,2.1,0,22,0,10.15,4,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1111917.html
2022.0,1304067,SRH v GT,SRH,GT,GT,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,R Tewatia,Rahul Tewatia,1,0,10,0,10.00,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/423838.html
2022.0,1304066,RR v LSG,RR,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,1,PVD Chameera,Dushmantha Chameera,4,0,22,0,5.50,14,2,0,2,0,False,https://www.espncricinfo.com/ci/content/player/552152.html
2022.0,1304066,RR v LSG,RR,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,1,JO Holder,Jason Holder,4,0,50,2,12.50,9,3,5,0,0,False,https://www.espncricinfo.com/ci/content/player/391485.html
2022.0,1304066,RR v LSG,RR,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,1,Ravi Bishnoi,Ravi Bishnoi,4,0,29,0,7.25,7,3,0,3,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2022.0,1304066,RR v LSG,RR,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,1,Avesh Khan,Avesh Khan,4,0,31,1,7.75,9,1,2,1,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2022.0,1304066,RR v LSG,RR,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,1,K Gowtham,Krishnappa Gowtham,4,0,30,2,7.50,11,0,3,0,0,False,https://www.espncricinfo.com/ci/content/player/424377.html
2022.0,1304066,RR v LSG,RR,LSG,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,TA Boult,Trent Boult,4,0,30,2,7.50,12,4,0,1,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2022.0,1304066,RR v LSG,RR,LSG,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,M Prasidh Krishna,Prasidh Krishna,4,0,35,1,8.75,13,4,2,1,0,False,https://www.espncricinfo.com/ci/content/player/917159.html
2022.0,1304066,RR v LSG,RR,LSG,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,R Ashwin,Ravichandran Ashwin,4,0,20,0,5.00,5,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2022.0,1304066,RR v LSG,RR,LSG,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,KR Sen,Kuldeep Sen,4,0,35,1,8.75,8,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1163695.html
2022.0,1304066,RR v LSG,RR,LSG,RR,"Wankhede Stadium, Mumbai",Mumbai,India,2,YS Chahal,Yuzvendra Chahal,4,0,41,4,10.25,7,3,2,2,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2022.0,1304065,KKR v DC,KKR,DC,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,1,UT Yadav,Umesh Yadav,4,0,48,1,12.00,8,5,3,0,1,False,https://www.espncricinfo.com/ci/content/player/376116.html
2022.0,1304065,KKR v DC,KKR,DC,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,1,Rasikh Salam,Rasikh Salam,1,0,10,0,10.00,2,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1161489.html
2022.0,1304065,KKR v DC,KKR,DC,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,1,PJ Cummins,Pat Cummins,4,0,51,0,12.75,5,4,3,2,0,False,https://www.espncricinfo.com/ci/content/player/489889.html
2022.0,1304065,KKR v DC,KKR,DC,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,1,CV Varun,Varun Chakravarthy,4,0,44,1,11.00,8,3,3,0,2,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2022.0,1304065,KKR v DC,KKR,DC,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,1,SP Narine,Sunil Narine,4,0,21,2,5.25,12,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2022.0,1304065,KKR v DC,KKR,DC,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,1,AD Russell,Andre Russell,2,0,16,1,8.00,3,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
2022.0,1304065,KKR v DC,KKR,DC,KKR,"Brabourne Stadium, Mumbai",Mumbai,India,1,VR Iyer,Venkatesh Iyer,1,0,14,0,14.00,0,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/851403.html
2022.0,1304065,KKR v DC,KKR,DC,DC,"Brabourne Stadium, Mumbai",Mumbai,India,2,Mustafizur Rahman,Mustafizur Rahman,4,0,21,0,5.25,13,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/330902.html
2022.0,1304065,KKR v DC,KKR,DC,DC,"Brabourne Stadium, Mumbai",Mumbai,India,2,SN Thakur,Shardul Thakur,2.4,0,30,2,11.25,5,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/475281.html
2022.0,1304065,KKR v DC,KKR,DC,DC,"Brabourne Stadium, Mumbai",Mumbai,India,2,KK Ahmed,Khaleel Ahmed,4,0,25,3,6.25,13,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/942645.html
2022.0,1304065,KKR v DC,KKR,DC,DC,"Brabourne Stadium, Mumbai",Mumbai,India,2,AR Patel,Axar Patel,3,0,32,0,10.66,4,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2022.0,1304065,KKR v DC,KKR,DC,DC,"Brabourne Stadium, Mumbai",Mumbai,India,2,Kuldeep Yadav,Kuldeep Yadav,4,0,35,4,8.75,8,2,2,2,0,False,https://www.espncricinfo.com/ci/content/player/559235.html
2022.0,1304065,KKR v DC,KKR,DC,DC,"Brabourne Stadium, Mumbai",Mumbai,India,2,R Powell,Rovman Powell,1,0,17,0,17.00,0,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/820351.html
2022.0,1304065,KKR v DC,KKR,DC,DC,"Brabourne Stadium, Mumbai",Mumbai,India,2,Lalit Yadav,Lalit Yadav,1,0,8,1,8.00,3,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/930189.html
2022.0,1304064,RCB v MI,RCB,MI,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,DJ Willey,David Willey,2,0,8,0,4.00,8,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/308251.html
2022.0,1304064,RCB v MI,RCB,MI,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Mohammed Siraj,Mohammed Siraj,4,0,51,0,12.75,10,3,4,1,1,False,https://www.espncricinfo.com/ci/content/player/940973.html
2022.0,1304064,RCB v MI,RCB,MI,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,PWH de Silva,Wanindu Hasaranga de Silva,4,0,28,2,7.00,10,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/784379.html
2022.0,1304064,RCB v MI,RCB,MI,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Akash Deep,Akash Deep,4,1,20,1,5.00,14,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1176959.html
2022.0,1304064,RCB v MI,RCB,MI,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,HV Patel,Harshal Patel,4,0,23,2,5.75,14,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2022.0,1304064,RCB v MI,RCB,MI,RCB,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Shahbaz Ahmed,Shahbaz Ahmed,2,0,19,0,9.50,4,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
2022.0,1304064,RCB v MI,RCB,MI,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,Basil Thampi,Basil Thampi,4,1,29,0,7.25,11,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/732291.html
2022.0,1304064,RCB v MI,RCB,MI,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,JD Unadkat,Jaydev Unadkat,4,0,30,1,7.50,10,0,3,0,0,False,https://www.espncricinfo.com/ci/content/player/390484.html
2022.0,1304064,RCB v MI,RCB,MI,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,JJ Bumrah,Jasprit Bumrah,4,0,31,0,7.75,8,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2022.0,1304064,RCB v MI,RCB,MI,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,M Ashwin,Murugan Ashwin,3,0,26,0,8.66,8,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/528067.html
2022.0,1304064,RCB v MI,RCB,MI,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,KA Pollard,Kieron Pollard,3,0,24,0,8.00,3,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/230559.html
2022.0,1304064,RCB v MI,RCB,MI,MI,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,D Brevis,Dewald Brevis,0.3,0,8,1,16.00,1,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1070665.html
2022.0,1304063,CSK v SRH,CSK,SRH,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,B Kumar,Bhuvneshwar Kumar,4,0,36,1,9.00,9,3,0,4,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2022.0,1304063,CSK v SRH,CSK,SRH,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,M Jansen,Marco Jansen,4,0,30,1,7.50,11,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/696401.html
2022.0,1304063,CSK v SRH,CSK,SRH,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Washington Sundar,Washington Sundar,4,0,21,2,5.25,7,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/719715.html
2022.0,1304063,CSK v SRH,CSK,SRH,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,T Natarajan,T Natarajan,4,0,30,2,7.50,6,2,1,1,0,False,https://www.espncricinfo.com/ci/content/player/802575.html
2022.0,1304063,CSK v SRH,CSK,SRH,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Umran Malik,Umran Malik,3,0,29,0,9.66,8,4,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1246528.html
2022.0,1304063,CSK v SRH,CSK,SRH,SRH,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,AK Markram,Aiden Markram,1,0,8,1,8.00,3,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/600498.html
2022.0,1304063,CSK v SRH,CSK,SRH,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Mukesh Choudhary,Mukesh Choudhary,4,0,30,1,7.50,11,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1125688.html
2022.0,1304063,CSK v SRH,CSK,SRH,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,M Theekshana,Maheesh Theekshana,4,0,31,0,7.75,8,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1138316.html
2022.0,1304063,CSK v SRH,CSK,SRH,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,CJ Jordan,Chris Jordan,3,0,34,0,11.33,5,3,2,0,1,False,https://www.espncricinfo.com/ci/content/player/288992.html
2022.0,1304063,CSK v SRH,CSK,SRH,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,RA Jadeja,Ravindra Jadeja,3,0,21,0,7.00,4,1,0,0,0,True,https://www.espncricinfo.com/ci/content/player/234675.html
2022.0,1304063,CSK v SRH,CSK,SRH,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,MM Ali,Moeen Ali,1,0,10,0,10.00,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/8917.html
2022.0,1304063,CSK v SRH,CSK,SRH,CSK,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,DJ Bravo,Dwayne Bravo,2.4,0,29,1,10.87,4,4,0,3,0,False,https://www.espncricinfo.com/ci/content/player/51439.html
2022.0,1304062,PBKS v GT,PBKS,GT,GT,"Brabourne Stadium, Mumbai",Mumbai,India,1,Mohammed Shami,Mohammed Shami,4,0,36,1,9.00,11,4,2,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
2022.0,1304062,PBKS v GT,PBKS,GT,GT,"Brabourne Stadium, Mumbai",Mumbai,India,1,HH Pandya,Hardik Pandya,4,0,36,1,9.00,10,4,1,1,0,True,https://www.espncricinfo.com/ci/content/player/625371.html
2022.0,1304062,PBKS v GT,PBKS,GT,GT,"Brabourne Stadium, Mumbai",Mumbai,India,1,LH Ferguson,Lockie Ferguson,4,0,33,1,8.25,10,5,0,1,0,False,https://www.espncricinfo.com/ci/content/player/493773.html
2022.0,1304062,PBKS v GT,PBKS,GT,GT,"Brabourne Stadium, Mumbai",Mumbai,India,1,Rashid Khan,Rashid Khan,4,0,22,3,5.50,10,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2022.0,1304062,PBKS v GT,PBKS,GT,GT,"Brabourne Stadium, Mumbai",Mumbai,India,1,DG Nalkande,Darshan Nalkande,3,0,37,2,12.33,4,4,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1111917.html
2022.0,1304062,PBKS v GT,PBKS,GT,GT,"Brabourne Stadium, Mumbai",Mumbai,India,1,R Tewatia,Rahul Tewatia,1,0,24,0,24.00,0,1,3,0,0,False,https://www.espncricinfo.com/ci/content/player/423838.html
2022.0,1304062,PBKS v GT,PBKS,GT,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,VG Arora,Vaibhav Arora,4,0,34,0,8.50,5,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1209292.html
2022.0,1304062,PBKS v GT,PBKS,GT,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,Arshdeep Singh,Arshdeep Singh,4,0,31,0,7.75,10,5,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2022.0,1304062,PBKS v GT,PBKS,GT,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,K Rabada,Kagiso Rabada,4,0,35,2,8.75,7,5,0,0,1,False,https://www.espncricinfo.com/ci/content/player/550215.html
2022.0,1304062,PBKS v GT,PBKS,GT,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,RD Chahar,Rahul Chahar,4,0,41,1,10.25,6,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2022.0,1304062,PBKS v GT,PBKS,GT,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,OF Smith,Odean Smith,3,0,35,0,11.66,5,2,3,1,0,False,https://www.espncricinfo.com/ci/content/player/820691.html
2022.0,1304062,PBKS v GT,PBKS,GT,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,LS Livingstone,Liam Livingstone,1,0,12,0,12.00,1,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022.0,1304061,LSG v DC,LSG,DC,LSG,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,JO Holder,Jason Holder,4,0,30,0,7.50,8,1,1,3,0,False,https://www.espncricinfo.com/ci/content/player/391485.html
2022.0,1304061,LSG v DC,LSG,DC,LSG,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,K Gowtham,Krishnappa Gowtham,4,1,23,1,5.75,15,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/424377.html
2022.0,1304061,LSG v DC,LSG,DC,LSG,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Avesh Khan,Avesh Khan,3,0,32,0,10.66,5,6,0,0,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2022.0,1304061,LSG v DC,LSG,DC,LSG,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Ravi Bishnoi,Ravi Bishnoi,4,0,22,2,5.50,12,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2022.0,1304061,LSG v DC,LSG,DC,LSG,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,AJ Tye,Andrew Tye,3,0,28,0,9.33,8,2,2,1,0,False,https://www.espncricinfo.com/ci/content/player/459508.html
2022.0,1304061,LSG v DC,LSG,DC,LSG,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,KH Pandya,Krunal Pandya,2,0,12,0,6.00,2,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2022.0,1304061,LSG v DC,LSG,DC,DC,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Mustafizur Rahman,Mustafizur Rahman,4,0,26,0,6.50,8,0,1,2,0,False,https://www.espncricinfo.com/ci/content/player/330902.html
2022.0,1304061,LSG v DC,LSG,DC,DC,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Lalit Yadav,Lalit Yadav,4,0,21,1,5.25,10,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/930189.html
2022.0,1304061,LSG v DC,LSG,DC,DC,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,SN Thakur,Shardul Thakur,3.4,0,29,1,7.90,9,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/475281.html
2022.0,1304061,LSG v DC,LSG,DC,DC,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,A Nortje,Anrich Nortje,2.2,0,35,0,15.00,2,3,2,0,2,False,https://www.espncricinfo.com/ci/content/player/481979.html
2022.0,1304061,LSG v DC,LSG,DC,DC,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,AR Patel,Axar Patel,2,0,11,0,5.50,5,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2022.0,1304061,LSG v DC,LSG,DC,DC,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Kuldeep Yadav,Kuldeep Yadav,3.4,0,31,2,8.45,6,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/559235.html
2022.0,1304060,KKR v MI,KKR,MI,KKR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,UT Yadav,Umesh Yadav,4,0,25,1,6.25,12,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/376116.html
2022.0,1304060,KKR v MI,KKR,MI,KKR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Rasikh Salam,Rasikh Salam,3,0,18,0,6.00,6,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1161489.html
2022.0,1304060,KKR v MI,KKR,MI,KKR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,PJ Cummins,Pat Cummins,4,0,49,2,12.25,9,2,5,1,0,False,https://www.espncricinfo.com/ci/content/player/489889.html
2022.0,1304060,KKR v MI,KKR,MI,KKR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,SP Narine,Sunil Narine,4,0,26,0,6.50,8,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2022.0,1304060,KKR v MI,KKR,MI,KKR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,CV Varun,Varun Chakravarthy,4,0,32,1,8.00,8,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
